"","AID","CID","CitedAs","Locatable","CitationDetail_RG","FulltextAvailable","DOI_RG","AuthorUpload","SourcePubs","SourcePreprint","SourceRepo","SourceWebsite","SourceURl","SourceDOI","ItemClass","Copyrighted","Licensed","HCISI","PT","AU","BA","CA","GP","RI","OI","BE","Z2","TI","X1","Y1","Z1","FT","PN","AE","Z3","SO","S1","SE","BS","VL","IS","SI","MA","BP","EP","AR","DI","D2","SU","PD","PY","AB","X4","Y4","Z4","AK","CT","CY","SP","CL","TC","Z8","ZB","ZS","Z9","SN","BN","UT","PM"
"119","E119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]",NA,NA,NA,NA,NA,NA,NA,"Supplementary material- NPh 17044SS",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 June",2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"120","E120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Roschek, T.",NA,NA,NA,NA,NA,NA,NA,"MICROMORPH&TRADE; Technology: Introduction and the Path to Record Efficiencies",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"121","E121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Roschek, T.",NA,NA,NA,NA,NA,NA,NA,"MICROMORPHrm Technology: introduction and the path to record efficiencies",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.13140/RG.2.1.1628.8804",NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"122","E122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Saleh, M.",NA,NA,NA,NA,NA,NA,NA,"A vase or a face: Is (in part) an influence of image schemas",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"123","E123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Schindel, W.",NA,NA,NA,NA,NA,NA,NA,"What is the Smallest Model of a System?",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"124","E124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Scrucca, L.; Fop, M.; Murphy, T. B.; Raftery, A. E.",NA,NA,NA,NA,NA,NA,NA,"mclust 5: Clustering, Classification and Density Estimation Using Gaussian Finite Mixture Models",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"8","1",NA,NA,"204","233",NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"125","E125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Forshaw, SD",NA,NA,NA,NA,NA,NA,NA,"Memory of a universal mind. Galactic structures and their existence as cognitive operators in an emerging universally conscious machine",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"309209078",NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"126","E126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Serio, R.; Billack, B.",NA,NA,NA,NA,NA,NA,NA,"Potential Tumor Biomarkers for Ovarian Cancer",NA,NA,NA,NA,NA,NA,NA,"Researchgate. Net",NA,NA,NA,"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"127","E127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Akdemir, AO; Celik, B",NA,NA,NA,NA,NA,NA,NA,"On generalization of Fejer type inequalities via fractional integral operator",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"128","E128",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Celik, B",NA,NA,NA,NA,NA,NA,NA,"On generalization related to the left side of Fejer's inequalites via fractional integral operator",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"129","E129",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Set, E; Choi, J; Celik, B",NA,NA,NA,NA,NA,NA,NA,"A new approach to generalized of Hermite-Hadamard inequality using fractional integral operator",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"130","E130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Shabila, N",NA,NA,NA,NA,NA,NA,NA,"Assessment of the Iraqi primary care referral system: reporting a high self-requested referral rate",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,"10","3",NA,NA,"4","10",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"131","E131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Shackleford, JA; Shusharina, N; Verberg, J",NA,NA,NA,NA,NA,NA,NA,"Plastimatch 1. 6-current capabilities and future directions",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,"108","119",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"132","E132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Shalashvili, A.; Ugrekhelidze, D.; Mitaishvili, T.; Targamadze, I.; Zambakhidze, N.",NA,NA,NA,NA,NA,NA,NA,"Phenolic compounds of wines from georgian autochthonous grapes, rkatsiteli and saperavi, prepared by georgian (kakhetian) technology",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"6",NA,NA,NA,"99","103",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1321","E132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Shalashvili, A.; Ugrekhelidze, D.; Mitaishvili, T.; Targamadze, I.; Zambakhidze, N.",NA,NA,NA,NA,NA,NA,NA,"Phenolic compounds of wines from georgian autochthonous grapes, rkatsiteli and saperavi, prepared by georgian (kakhetian) technology",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"6",NA,NA,NA,"99","103",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"133","E133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Sharbrough, FW; Chatrian, GE; Lesser, RP; Luders, H; Nuwer, M; Picton, TW",NA,NA,NA,NA,NA,NA,NA,"Guideline thirteen: Guidelines for standard electrode position nomenclature American Electroencephalographic Society J Clin Neurophysiol 1994 11 111 113 8195414",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"8",NA,NA,NA,"200","202",NA,NA,NA,NA,NA,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"134","E134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Steeg, T.",NA,NA,NA,NA,NA,NA,NA,"Systems thinking and practice: a review and analysis of key ideas and their implications for practice in design & technology education",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,"203","214",NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"135","E135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Stephant, N.",NA,NA,NA,NA,NA,NA,NA,"In: Why during SEM-EDX We Cannot Detect Nitrogen However on the Element Map Nitrogen Is Detected what Reason Could Someone Explain",NA,NA,NA,NA,NA,NA,NA,"Researchgate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"136","E136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Sternke, E.",NA,NA,NA,NA,NA,NA,NA,"Unruly bodies: infertility as a disability",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"137","E137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Straatman, J; van der Peet, DL",NA,NA,NA,NA,NA,NA,NA,"C- reactive protein after major ab- dominal surgery: biochemical and clinical aspects",NA,NA,NA,NA,NA,NA,NA,"ResearchGate [Internet]",NA,NA,NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"138","E138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Takamura, K.; Ueda, Y.; Irie, U.; Yamaguchi, Y.",NA,NA,NA,NA,NA,NA,NA,"Immunohistology with antibodies specific to test cells in the ascidian Ciona intestinalis suggests their role in larval tunic formation",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,"13",NA,NA,NA,"241","251",NA,NA,NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"139","E139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Tan, W.; Hunley, P.; St Omer, I.",NA,NA,NA,NA,NA,NA,NA,"Properties of silicon carbide nanotubes formed via reaction of SiO2 powder with SWCNTs and MWCNTs",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOI 10.1109/SECON.2009.5174082",NA,NA,NA,2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"140","E140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Tan Yue; Gao Dong-sheng; Li Ling; Wet Hai-rong; Wang Jia-wei; Liu Qing-zhong",NA,NA,NA,NA,NA,NA,NA,"Relationships between H2O2 metabolism and Ca2+ transport in dormancy-breaking process of nectarine floral buds.",NA,NA,NA,NA,NA,NA,NA,"Yingyong Shengtai Xuebao",NA,NA,NA,"26","2",NA,NA,"425","429","1001-9332(2015)26:2<425:YTHYPM>2.0.TX;2-R",NA,NA,NA,"FEB 2015",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"141","E141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Tawatwachoom, T.; Khottoom, N.; Wairuangsiripon, S.; Rungrojchaipon, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Researchgate",NA,NA,NA,NA,NA,NA,NA,"1","1",NA,"DOI 10.13140/RG.2.1.2669.5847",NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"142","E142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Terenin, Alexander; Draper, David",NA,NA,NA,NA,NA,NA,NA,"Rigorizing and Extending the Cox-Jaynes Derivation of Probability: Implications for Statistical Practice",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.net",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"143","E143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Ticinesi, A.; Lauretani, F.; Nouvenne, A.; Porro, E.; Fanelli, G.; Maggio, M.; Meschi, T.",NA,NA,NA,NA,NA,NA,NA,"C-Reactive Protein (CRP) Measurement in Geriatric Patients Hospitalized for Acute Infection",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"144","E144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Trotteyn, M. J.",NA,NA,NA,NA,NA,NA,NA,"Nuevas evidencias del desarrollo del floculo en el cerebelo de arcosauriformes: variabilidad e implicancias paleobiologicas",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"145","E145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Tversky, A; Kahneman, D",NA,NA,NA,NA,NA,NA,NA,"Evidential Impact of Base Rates",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,NA,NA,NA,NA,"29","29",NA,NA,NA,NA,NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"146","E146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]",NA,NA,NA,NA,NA,NA,NA,"Uncovering Excellence in Academic Rankings: A Closer Look at the Shanghai Ranking",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 July",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"147","E147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Yuzhakov, V.V.",NA,NA,NA,NA,NA,NA,NA,"The AdminPenTM microneedle device for painless & convenient drug delivery",NA,NA,NA,NA,NA,NA,NA,"Drug Deliv.ery Technol",NA,NA,NA,"10","4",NA,NA,"32","36",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1471","E147",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Yuzhakov, V.V.",NA,NA,NA,NA,NA,NA,NA,"The AdminPenTM microneedle device for painless & convenient drug delivery",NA,NA,NA,NA,NA,NA,NA,"Drug Deliv.ery Technol",NA,NA,NA,"10","4",NA,NA,"32","36",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"148","E148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","van Borkulo, CD; Waldorp, LJ; Boschloo, L",NA,NA,NA,NA,NA,NA,NA,"Comparing network structures on three aspects: a permutation test",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"149","E149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Brakel, Van J.",NA,NA,NA,NA,NA,NA,NA,"Mass transfer in convective drying",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"1",NA,NA,NA,"217","267",NA,NA,NA,NA,NA,1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"150","E150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Van Keulen, M; Otten, W; Ruiter, R; Van Steenbergen, J; Fekkes, M; Paulussen, TW",NA,NA,NA,NA,NA,NA,NA,"Researchgate",NA,NA,NA,NA,NA,NA,NA,"Redenen om zich te laten vaccineren tegen HPV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"151","E151",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Vanrolleghem, P.A.; Insel, G.; Petersen, B.; Sin, G.; Pauw, D.D.; Nopens, I.; Dovermann, H.; Weijers, S.; Gernaey, K",NA,NA,NA,NA,NA,NA,NA,"A comprehensive model calibration procedure for activated sludge models",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"152","E152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Verdelhos, T.; Cardoso, P.G.; MaP, M.D",NA,NA,NA,NA,NA,NA,NA,"Latitudinal gradients in Scrobicularia plana reproduction patterns, population dynamics, growth, and secondary production",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"442",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"153","E153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Voipio-Pulkki, LM; Nuutila, P; Knuuti, MJ; Ruotsalainen, U; Haaparanta, M; Teras, M",NA,NA,NA,NA,NA,NA,NA,"Heart and skeletal muscle glucose disposal in type 2 diabetic patients as determined by positron emission tomography",NA,NA,NA,NA,NA,NA,NA,"ResearchGate.",NA,NA,NA,"34","12",NA,NA,"2064","7",NA,NA,NA,NA,"Jan 1",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"154","E154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Wang, W.; Li, S.; Qi, H.; Ayhan, B.; Kwan, C.; Vance, S.",NA,NA,NA,NA,NA,NA,NA,"Revisiting the preprocessing procedures for elemental concentration estimation based on CHEMCAM LIBS on MARS Rover",NA,NA,NA,NA,NA,NA,NA,"RESEARCHGATE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,"6th Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"155","E155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Watthanaworawit, W.; Turner, P.; Turner, C. L.; Tanganuchitcharnchai, A.; Jarman, E. G.; Blacksell, S. D.; Nosten, F. H.",NA,NA,NA,NA,NA,NA,NA,"A prospective evaluation of diagnostic methodologies for the acute diagnosis of dengue virus infection on the Thailand-Myanmar border",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"105",NA,NA,NA,"32","37",NA,NA,NA,NA,NA,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"156","E156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Xi, B. Y.; Bai, S. P.; Qi, F.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Some new inequalities of Hermite-Hadamard type for (a, mi)-(s, m2)-convex functions on coordinates",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"157","E157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Xiao, Y.; Wehrs, J.; Ma, H.; Al-Samman, T.; Korte-Kerzel, S.; Gken, M.; Michler, J.; Spolenak, R.; Wheeler, J.M.",NA,NA,NA,NA,NA,NA,NA,"Investigation of the deformation behavior of aluminum micropillars produced by focused ion beam machining using Ga and Xe ions",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"158","E158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Yin, H.; Schonhals, A.",NA,NA,NA,NA,NA,NA,NA,"Broadband Dielectric Spectroscopy on Polymer Blends",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"159","E159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Young, M D; Wakefield, M J; Smyth, G K; Oshlack, A",NA,NA,NA,NA,NA,NA,NA,"Goseq: gene ontology testing for RNA-seq datasets",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,"1","26",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"1591","E159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Young, M D; Wakefield, M J; Smyth, G K; Oshlack, A",NA,NA,NA,NA,NA,NA,NA,"Goseq: gene ontology testing for RNA-seq datasets",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,"1","26",NA,NA,NA,NA,NA,2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"160","E160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Zhang, D; Li, N; Zhou, ZH; Chen, C; Sun, L; Li, S",NA,NA,NA,NA,NA,NA,NA,"iBAT: detecting anomalous taxi trajectories from GPS traces. IBAT: detecting anomalous taxi trajectories from GPS traces",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,NA,NA,NA,NA,"99","108",NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"161","E161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","[Anonymous]",NA,NA,NA,NA,NA,NA,NA,"Assessment of referral characteristics of a sample of patients attending the secondary care units at Erbil teaching hospital",NA,NA,NA,NA,NA,NA,NA,"ResearchGate",NA,NA,NA,"7","2",NA,NA,"70","6",NA,NA,NA,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"162","E162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Almeida, MM",NA,NA,NA,NA,NA,NA,NA,"Human Resources for Health in Brazil",NA,NA,NA,NA,NA,NA,NA,"Research Gate.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.13140/2.1.3749.5360",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"163","E163",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Ardron, J. A.; Wallace, S.",NA,NA,NA,NA,NA,NA,NA,"Modelling inshore rockfish habitat in British Columbia: A pilot study",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"164","E164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Belforte, P.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"165","E165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"J","Bukenya, F.; Kiweewa, A.; Bai, L.",NA,NA,NA,NA,NA,NA,NA,"A Review of Vessel Segmentation Techniques",NA,NA,NA,NA,NA,NA,NA,"Research Gate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
